0.0, 0.25540436436436437, 0.0002747544770067389
0.01, 0.24904928928928927, 0.0012442285733178559
0.02, 0.24334342342342344, 0.0013702478582822424
0.03, 0.236131011011011, 0.0007128751793769503
0.04, 0.22774318318318318, 0.0016459116716021531
0.05, 0.22254966966966966, 0.0003939327149461248
0.06, 0.21553921921921923, 0.0011514573361005279
0.07, 0.2123155155155155, 0.0015767669426357165
0.08, 0.20291435435435434, 0.00075525485888794
0.09, 0.19470006006006008, 0.000602542442166386
0.1, 0.19207095095095092, 0.0011664977964063754
0.11, 0.1839803803803804, 0.0013321174615347276
0.12, 0.16938154154154156, 0.0013129139244760853
0.13, 0.1656313113113113, 0.002017723516016501
0.14, 0.15748484484484485, 0.002391393975070372
0.15, 0.14952832832832832, 0.0017885910427984464
0.16, 0.13626850850850852, 0.0022480356861286173
0.17, 0.1372206606606607, 0.003564495200687667
0.18, 0.11925205205205205, 0.002356083860133338
0.19, 0.11087279279279279, 0.0054920630121132
0.2, 0.10567487487487488, 0.0012091596805215042
0.21, 0.08971291291291292, 0.00409526549925879
0.22, 0.07774342342342341, 0.0024982794118671944
0.23, 0.0658492092092092, 0.00537432324873499
0.24, 0.0470130930930931, 0.005033024174397317
0.25, 0.040977377377377375, 0.007197870453626915
0.26, 0.029873793793793797, 0.006031528020386805
0.27, 0.00879983983983984, 0.001957643683435215
0.28, 0.006525885885885886, 0.0032215811346463417
0.29, 0.008094814814814815, 0.004761905363397851
0.3, 0.0012535735735735736, 0.0005154929280842277
0.31, 0.0012846446446446447, 0.0006470043356005906
0.32, 0.0005377377377377377, 0.00022203998335133045
0.33, 0.002720880880880881, 0.0013800262473207328
0.34, 0.00032552552552552556, 0.00019580010271387833
0.35000000000000003, 6.870870870870872e-05, 2.7936495756312922e-05
0.36, 0.00016016016016016016, 5.5126978227300094e-05
0.37, 0.00012836836836836838, 6.712187920484132e-05
0.38, 1.8098098098098098e-05, 1.2980583291579644e-05
0.39, 0.00015407407407407408, 0.0001216765313088948
0.4, 1.8418418418418418e-06, 1.6473934248647099e-06
0.41000000000000003, 0.00016528528528528526, 0.0001453417229450678
0.42, 0.0, 0.0
0.43, 1.4414414414414413e-06, 1.289264419459338e-06
0.44, 2.6666666666666663e-05, 2.3851391759997753e-05
0.45, 0.0, 0.0
0.46, 0.0, 0.0
0.47000000000000003, 0.0, 0.0
0.48, 0.0, 0.0
0.49, 0.0, 0.0
0.5, 0.0, 0.0
