20 7.4
30 10.2
40 12.4
50 15.2
60 17.4
70 20.2
80 22.4
90 25.2
100 27.4
110 30.2
120 32.4
130 35.2
140 37.4
150 40.2
160 42.4
220 7.4
230 10.2
240 12.4
250 15.2
260 17.4
270 20.2
280 22.4
290 25.2
300 27.4
310 30.2
320 32.4
330 35.2
340 37.4
350 40.2
360 42.4
420 7.4
430 10.2
440 12.4
450 15.2
460 17.4
470 20.2
480 22.4
490 25.2
500 27.4
510 30.2
520 32.4
530 35.2
540 37.4
550 40.2
560 42.4
620 7.4
630 10.2
640 12.4
650 15.2
660 17.4
670 20.2
680 22.4
690 25.2
700 27.4
710 30.2
720 32.4
730 35.2
740 37.4
750 40.2
760 42.4
820 7.4
830 10.2
840 12.4
850 15.2
860 17.4
870 20.2
880 22.4
890 25.2
900 27.4
910 30.2
920 32.4
930 35.2
940 37.4
950 40.2
960 42.4
